Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
04/10/25,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112251559327-UPI,7449328040642089,04/10/25,1953.00,,48797.00
04/11/25,UPI-GOPALAKRISHNAN S-Q353996465@YBL-YESB0YBLUPI-564340984306-UPI,1029229201177763,04/11/25,295.00,,90431.00
04/12/25,UPI-HABIB RAHMAN-Q752247999@YBL-YESB0YBLUPI-112170073017-UPI,4810109663090674,04/12/25,30.00,,121471.00
05/01/26,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112251559327-UPI,2463685618257044,05/01/26,9995.00,,71416.00
05/01/26,UPI-NETFLIX-SUBSCRIPTION,8204743112336233,05/01/26,199.00,,71217.00
05/02/26,UPI-NETFLIX-SUBSCRIPTION,7193551817009897,05/02/26,199.00,,62809.00
05/02/26,UPI-HABIB RAHMAN-Q752247999@YBL-YESB0YBLUPI-112170073017-UPI,2329203231703988,05/02/26,15.00,,63008.00
05/03/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112005701090-UPI,2136896047663106,05/03/26,10.00,,51250.00
05/03/26,UPI-NETFLIX-SUBSCRIPTION,7029947138952242,05/03/26,199.00,,51051.00
05/10/25,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112224639753-UPI,6307632319421738,05/10/25,75.00,,48722.00
05/10/25,UPI-NETFLIX-SUBSCRIPTION,8290699589845392,05/10/25,199.00,,48523.00
05/11/25,UPI-NETFLIX-SUBSCRIPTION,7863145140644191,05/11/25,199.00,,90072.00
05/11/25,UPI-STARBUCKS-COFFEE,9753990589052642,05/11/25,160.00,,90271.00
05/12/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112285415693-UPI,5383545492085450,05/12/25,6005.00,,115466.00
05/12/25,UPI-NETFLIX-SUBSCRIPTION,2710445620675543,05/12/25,199.00,,115267.00
06/02/26,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112298218037-UPI,2584246871685383,06/02/26,5000.00,,57809.00
06/03/26,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112078954687-UPI,7907601297682399,06/03/26,40.00,,51011.00
06/11/25,UPI-EKKATTUTHANGAL  METR-SBIPMOPAD.022211900264326-YM537347@SBIPAY-SBIP0123456-112375085822-UPI,8581082415718568,06/11/25,5005.00,,85067.00
06/12/25,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112018520696-UPI,1549058062929424,06/12/25,20.00,,115247.00
07/01/26,UPI-STARBUCKS-COFFEE,7634380917904531,07/01/26,120.00,,71097.00
07/03/26,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112251559327-UPI,2031619870081660,07/03/26,15.00,,50996.00
07/11/25,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112251559327-UPI,7868088103948652,07/11/25,75.00,,84992.00
07/12/25,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112018520696-UPI,5529272694689770,07/12/25,20.00,,115227.00
08/02/26,UPI-AMIRDHALINGAM-9941429154@IOB-IOBA0002729-112202077154-UPI,9263835975382342,08/02/26,20.00,,57789.00
08/10/25,UPI-MYNTRA DESIGNS PRIVA-MYNTRA.PAYU@INDUS-INDB0MERCHA-112199135973-UPI,2939371675451696,08/10/25,30.00,,48493.00
08/10/25,UPI-STARBUCKS-COFFEE,1835380167996397,08/10/25,140.00,,48353.00
08/11/25,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112298218037-UPI,3919738520137396,08/11/25,15.00,,84977.00
09/03/26,UPI-GOPALAKRISHNAN S-Q353996465@YBL-YESB0YBLUPI-564340984306-UPI,9366669417340003,09/03/26,20.00,,50976.00
09/10/25,UPI-ANBU SUPER MARKET-PAYTM.D86027399@PTA-UTIB0000022-112152042918-UPI,8269963429028774,09/10/25,190.00,,48163.00
09/11/25,UPI-ANANDA RAJ C-PAYTMQR6BMKYD@PTYS-YESB0PTMUPI-112052161754-UPI,1521740770656055,09/11/25,150.00,,84827.00
09/12/25,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112018520696-UPI,2673765296641488,09/12/25,75.00,,115152.00
10/01/26,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,8092039661465745,10/01/26,15.00,,71082.00
10/02/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112328506058-UPI,9898143726355021,10/02/26,65.00,,57724.00
10/03/26,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,7440281734133637,10/03/26,10.00,,50966.00
10/10/25,UPI-AMIRDHALINGAM-9941429154@IOB-IOBA0002729-112202077154-UPI,9307299858652492,10/10/25,428.00,,47735.00
10/11/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112236537606-UPI,5377412336765903,10/11/25,105.00,,84722.00
10/12/25,UPI-MTC CH LTDCHROMPET I-SBIPMOPAD.02PLE0000050074-20866900@SBIPAY-SBIP0123456-112038559268-UPI,2079842411763119,10/12/25,30.00,,115122.00
10/12/25,UPI-STARBUCKS-COFFEE,6214439247181844,10/12/25,160.00,,114962.00
11/01/26,UPI-HABIB RAHMAN-Q752247999@YBL-YESB0YBLUPI-112170073017-UPI,2797590797609601,11/01/26,90.00,,70992.00
11/02/26,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,7478643838862386,11/02/26,1005.00,,56719.00
11/02/26,UPI-STARBUCKS-COFFEE,8481100423061980,11/02/26,160.00,,56559.00
11/03/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112236537606-UPI,1917844144119953,11/03/26,247.00,,50719.00
11/03/26,UPI-STARBUCKS-COFFEE,3716415513677492,11/03/26,160.00,,50559.00
11/10/25,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112224639753-UPI,8975439097614202,11/10/25,35.00,,47700.00
11/12/25,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112251559327-UPI,6257253247097746,11/12/25,1490.00,,113472.00
12/11/25,UPI-STARBUCKS-COFFEE,2132749373946292,12/11/25,160.00,,84562.00
12/12/25,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,7450884841253211,12/12/25,25.00,,113447.00
13/01/26,UPI-GOPALAKRISHNAN S-Q353996465@YBL-YESB0YBLUPI-564340984306-UPI,6945046588120923,13/01/26,6994.00,,63998.00
13/02/26,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112078723412-UPI,7771403602419871,13/02/26,15.00,,56544.00
13/03/26,UPI-ANANDA RAJ C-PAYTMQR6BMKYD@PTYS-YESB0PTMUPI-112052161754-UPI,5798540817782920,13/03/26,10.00,,50549.00
13/10/25,UPI-18535 APOLLO PHARMAC-PAYTM-83560362@PTYS-YESB0PTMUPI-112277196683-UPI,3052726624652697,13/10/25,75.00,,47625.00
13/11/25,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112215136317-UPI,5752863487770691,13/11/25,5995.00,,78567.00
13/12/25,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112116086315-UPI,6814155948057596,13/12/25,5.00,,113442.00
14/01/26,UPI-STARBUCKS-COFFEE,6777952291993201,14/01/26,140.00,,53863.00
14/01/26,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,7965509098965840,14/01/26,9995.00,,54003.00
14/02/26,UPI-KALISHNATHAN-Q830612909@YBL-YESB0YBLUPI-112251693926-UPI,6645246965648600,14/02/26,48540.00,,8004.00
14/03/26,UPI-ANBU SUPER MARKET-PAYTM.D86027399@PTA-UTIB0000022-112152042918-UPI,4073537212769548,14/03/26,85.00,,50464.00
14/12/25,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,6594905540965159,14/12/25,25.00,,113417.00
15/01/26,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,1248605331019897,15/01/26,433.00,,53430.00
15/02/26,UPI-AMIRDHALINGAM-9941429154@IOB-IOBA0002729-112202077154-UPI,3112128704412401,15/02/26,50.00,,7954.00
15/03/26,UPI-MYNTRA DESIGNS PRIVA-MYNTRA.PAYU@INDUS-INDB0MERCHA-112199135973-UPI,9654004481123249,15/03/26,25.00,,50439.00
15/10/25,UPI-STARBUCKS-COFFEE,1909742219321266,15/10/25,120.00,,47505.00
15/11/25,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112078954687-UPI,2811809146972764,15/11/25,35.00,,78532.00
16/01/26,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112116086315-UPI,9859039901984279,16/01/26,305.00,,53125.00
16/02/26,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,2358558879579015,16/02/26,25.00,,7929.00
16/03/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112371537848-UPI,4922516979117454,16/03/26,4404.00,,46035.00
16/10/25,UPI-AMIRDHALINGAM-9941429154@IOB-IOBA0002729-112202077154-UPI,4334291184661225,16/10/25,40.00,,47465.00
16/11/25,UPI-HABIB RAHMAN-Q752247999@YBL-YESB0YBLUPI-112170073017-UPI,4946054346636401,16/11/25,20.00,,78512.00
17/01/26,UPI-ANANDA RAJ C-PAYTMQR6BMKYD@PTYS-YESB0PTMUPI-112052161754-UPI,7562148872287044,17/01/26,185.00,,52940.00
17/02/26,UPI-18535 APOLLO PHARMAC-PAYTM-83560362@PTYS-YESB0PTMUPI-112277196683-UPI,1578520128789932,17/02/26,20.00,,7909.00
17/03/26,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112215158720-UPI,8279611434790531,17/03/26,500.00,,45535.00
17/10/25,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,7156852526618697,17/10/25,115.00,,47350.00
17/12/25,UPI-STARBUCKS-COFFEE,1619617240240257,17/12/25,140.00,,95277.00
17/12/25,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112078954687-UPI,9406050431085672,17/12/25,18000.00,,95417.00
18/02/26,UPI-STARBUCKS-COFFEE,4784316441615118,18/02/26,120.00,,7639.00
18/02/26,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,1560838615248431,18/02/26,150.00,,7759.00
18/03/26,UPI-STARBUCKS-COFFEE,4923304297658299,18/03/26,140.00,,45395.00
18/10/25,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112251559327-UPI,7567389541786631,18/10/25,35.00,,47315.00
18/11/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112102837236-UPI,1189461049427611,18/11/25,25.00,,78487.00
19/01/26,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112215158720-UPI,6193443957928233,19/01/26,10000.00,,42940.00
19/02/26,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112298218037-UPI,8716754939710406,19/02/26,35.00,,7604.00
19/10/25,UPI-AMIRDHALINGAM-9941429154@IOB-IOBA0002729-112202077154-UPI,9335182856808166,19/10/25,70.00,,47245.00
19/11/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112102837236-UPI,1639447646814806,19/11/25,10.00,,78477.00
19/11/25,UPI-STARBUCKS-COFFEE,1530289437701814,19/11/25,160.00,,78317.00
19/12/25,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112078723412-UPI,3724833353478467,19/12/25,20.00,,95257.00
20/01/26,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112018520696-UPI,9336838697254900,20/01/26,25.00,,42915.00
20/03/26,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,8941026361104236,20/03/26,125.00,,45270.00
20/10/25,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112224639753-UPI,8591734045585791,20/10/25,505.00,,46740.00
20/11/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112371537848-UPI,5631104625816851,20/11/25,5.00,,78312.00
20/12/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112328506058-UPI,7015574178050544,20/12/25,5005.00,,90252.00
21/01/26,UPI-STARBUCKS-COFFEE,9469137431761012,21/01/26,160.00,,42755.00
21/02/26,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112215136317-UPI,7786698150273278,21/02/26,60.00,,7544.00
21/03/26,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112298218037-UPI,7018505933501141,21/03/26,65.00,,45205.00
21/11/25,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,2191761251351603,21/11/25,5.00,,78307.00
22/01/26,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,1630266828259747,22/01/26,15.00,,42740.00
22/02/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112371537848-UPI,7616997330497503,22/02/26,85.00,,7459.00
22/03/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112005701090-UPI,5391458812268167,22/03/26,15.00,,45190.00
22/10/25,UPI-STARBUCKS-COFFEE,9224798853494956,22/10/25,120.00,,46615.00
22/10/25,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112342715124-UPI,3411595794922587,22/10/25,5.00,,46735.00
22/11/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112371537848-UPI,3188725954082809,22/11/25,15.00,,78292.00
22/12/25,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,2039688164182511,22/12/25,3995.00,,86257.00
23/02/26,UPI-ZAVIAN RESTAURANT-PAYTMQR5E33NW@PTYS-YESB0PTMUPI-112251559327-UPI,3458380093097023,23/02/26,500.00,,6959.00
23/03/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112328506058-UPI,8929215204176585,23/03/26,30.00,,45160.00
24/02/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112005701090-UPI,7117165878693175,24/02/26,80.00,,6879.00
24/12/25,UPI-R NAGAPPAN-Q937431703@YBL-YESB0YBLUPI-112077729870-PETROL,2897184141648043,24/12/25,55.00,,86202.00
24/12/25,UPI-STARBUCKS-COFFEE,2833840838901930,24/12/25,160.00,,86042.00
25/01/26,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,3705064463005747,25/01/26,3737.00,,39003.00
25/02/26,UPI-STARBUCKS-COFFEE,8570602122567442,25/02/26,160.00,,6719.00
25/03/26,UPI-STARBUCKS-COFFEE,7828940255561508,25/03/26,140.00,,44025.00
25/03/26,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112078954687-UPI,4660779812737077,25/03/26,995.00,,44165.00
25/10/25,UPI-KALISHNATHAN-Q830612909@YBL-YESB0YBLUPI-112251693926-UPI,9237514850211917,25/10/25,20.00,,46595.00
25/11/25,UPI-ANANDA RAJ C-PAYTMQR6BMKYD@PTYS-YESB0PTMUPI-112052161754-UPI,4815255330471647,25/11/25,800.00,,77492.00
25/12/25,UPI-KARTHICK K-PAYTMQR6FXDCF@PTYS-YESB0PTMUPI-564796774724-UPI,3261899380026464,25/12/25,35.00,,86007.00
26/01/26,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,7279896750077494,26/01/26,20.00,,38983.00
26/02/26,UPI-R NAGAPPAN-Q937431703@YBL-YESB0YBLUPI-112077729870-PETROL,9168886178891257,26/02/26,20.00,,6699.00
26/03/26,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112215136317-UPI,5036798919899013,26/03/26,65.00,,43960.00
26/10/25,UPI-R NAGAPPAN-Q937431703@YBL-YESB0YBLUPI-112077729870-PETROL,7710264688999160,26/10/25,25.00,,46570.00
26/11/25,UPI-KARTHICK K-PAYTMQR6FXDCF@PTYS-YESB0PTMUPI-564796774724-UPI,9864574787345359,26/11/25,35.00,,77457.00
26/11/25,UPI-STARBUCKS-COFFEE,1545946600597998,26/11/25,160.00,,77297.00
27/01/26,UPI-R NAGAPPAN-Q937431703@YBL-YESB0YBLUPI-112077729870-PETROL,9470043435782305,27/01/26,20.00,,38963.00
27/10/25,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112116086315-UPI,6256000149370997,27/10/25,30.00,,46540.00
27/11/25,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,2713246097378304,27/11/25,10.00,,77287.00
28/01/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112285415693-UPI,3710715218584025,28/01/26,20.00,,38943.00
28/01/26,UPI-STARBUCKS-COFFEE,8509529332128994,28/01/26,140.00,,38803.00
28/02/26,UPI-MYNTRA DESIGNS PRIVA-MYNTRA.PAYU@INDUS-INDB0MERCHA-112199135973-UPI,1452922261752609,28/02/26,184.00,,6515.00
28/03/26,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112102837236-UPI,3758057243787075,28/03/26,25.00,,43935.00
28/10/25,UPI-CHINNAMANI V VIJAYAS-Q216536427@YBL-YESB0YBLUPI-112102837236-UPI,1818837634616799,28/10/25,298.00,,46242.00
28/11/25,UPI-R NAGAPPAN-Q937431703@YBL-YESB0YBLUPI-112077729870-PETROL,5166982761888793,28/11/25,346.00,,76941.00
28/12/25,UPI-MYNTRA DESIGNS PRIVA-MYNTRA.PAYU@INDUS-INDB0MERCHA-112199135973-UPI,4004406948191950,28/12/25,48530.00,,37477.00
29/01/26,UPI-GOPALAKRISHNAN S-Q353996465@YBL-YESB0YBLUPI-564340984306-UPI,6224040816410011,29/01/26,10000.00,,28803.00
29/03/26,UPI-ANBU SUPER MARKET-PAYTM.D86027399@PTA-UTIB0000022-112152042918-UPI,4096291448618997,29/03/26,1505.00,,42430.00
29/10/25,UPI-STARBUCKS-COFFEE,6651529077922783,29/10/25,120.00,,46122.00
29/11/25,UPI-EKKATTUTHANGAL  METR-SBIPMOPAD.022211900264326-YM537347@SBIPAY-SBIP0123456-112375085822-UPI,8758342199610299,29/11/25,300.00,,76641.00
30/01/26,UPI-KINGS CHENGALPATTU-Q016681294@YBL-YESB0YBLUPI-112150761861-UPI,7085510995993193,30/01/26,35.00,,28768.00
30/10/25,UPI-M S CHILDREN CHARITA-009994155999@ICICI-ICIC0DC0099-112264265629-UPI,4465673808501264,30/10/25,356.00,,45766.00
30/12/25,UPI-RISHI S KITCHEN-VYAPAR.168685757593@HDFCBANK-HDFC0MERUPI-112116086315-UPI,5969094375547337,30/12/25,85.00,,37392.00
31/01/26,UPI-GAYATHRI ELUMALAI-PAYTMQR6JL4NK@PTYS-YESB0PTMUPI-112215136317-UPI,3556120085637384,31/01/26,545.00,,28223.00
31/10/25,UPI-AMIRDHALINGAM-9941429154@IOB-IOBA0002729-112202077154-UPI,5983016637634489,31/10/25,20.00,,45746.00
31/12/25,UPI-B KATHIRVEL-PAYTMQR6NTMD7@PTYS-YESB0PTMUPI-112224639753-UPI,9512260431621729,31/12/25,295.00,,37097.00
31/12/25,UPI-STARBUCKS-COFFEE,2342563414433002,31/12/25,160.00,,36937.00
